PRODUCT,DRAW NUMBER,DRAW DATE,BONUS MULTIPLIER,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,NUMBER DRAWN 7,NUMBER DRAWN 8,NUMBER DRAWN 9,NUMBER DRAWN 10,NUMBER DRAWN 11,NUMBER DRAWN 12,NUMBER DRAWN 13,NUMBER DRAWN 14,NUMBER DRAWN 15,NUMBER DRAWN 16,NUMBER DRAWN 17,NUMBER DRAWN 18,NUMBER DRAWN 19,NUMBER DRAWN 20
KENO,1498736,07/01/2012 14:04,1,10,12,19,26,29,32,35,43,47,50,51,52,58,62,63,64,75,76,78,80
KENO,1498737,07/01/2012 14:08,1,4,9,14,15,21,23,26,29,31,39,41,44,48,51,60,65,68,69,73,74
KENO,1498738,07/01/2012 14:12,4,3,8,12,13,14,21,22,25,26,30,36,41,43,45,53,55,56,59,71,74
KENO,1498739,07/01/2012 14:16,1,2,5,8,13,17,27,32,34,40,41,44,55,56,58,59,61,63,64,75,80
KENO,1498740,07/01/2012 14:20,10,4,5,6,12,15,16,22,23,29,37,40,41,46,49,57,58,66,70,72,78
KENO,1498741,07/01/2012 14:24,3,5,7,9,15,18,20,21,22,25,36,40,41,48,49,51,60,63,69,75,80
KENO,1498742,07/01/2012 14:28,3,2,7,9,13,15,21,25,26,33,36,40,42,48,53,54,55,59,60,64,79
KENO,1498743,07/01/2012 14:32,1,18,20,21,23,24,29,31,32,38,40,41,43,48,54,58,64,65,70,74,78
KENO,1498744,07/01/2012 14:36,1,4,22,26,27,28,32,33,36,38,41,43,44,50,51,56,59,67,69,70,78
KENO,1498745,07/01/2012 14:40,1,5,7,9,12,13,16,19,24,36,37,38,42,63,66,68,69,72,75,78,79
KENO,1498746,07/01/2012 14:44,5,2,13,18,24,30,34,36,39,42,43,45,47,58,61,62,68,71,75,78,79
KENO,1498747,07/01/2012 14:48,1,2,3,21,28,32,33,41,43,49,54,57,58,59,65,66,70,71,73,76,79
KENO,1498748,07/01/2012 14:52,3,6,8,11,14,15,18,23,24,31,34,35,51,56,62,64,68,70,71,73,76
KENO,1498749,07/01/2012 14:56,3,3,9,10,11,12,14,26,30,38,42,46,48,52,59,64,69,71,73,74,75
KENO,1498750,07/01/2012 15:00,1,6,8,12,18,27,32,36,42,43,50,53,54,61,62,65,66,70,71,76,78
KENO,1498751,07/01/2012 15:04,4,2,4,8,9,13,15,19,21,30,34,43,45,47,57,59,68,69,73,76,78
KENO,1498752,07/01/2012 15:08,1,7,15,17,25,27,31,32,34,37,48,52,53,54,57,66,69,73,74,75,79
KENO,1498753,07/01/2012 15:12,1,5,10,14,15,20,25,37,38,41,50,53,60,61,63,66,70,73,77,79,80
KENO,1498754,07/01/2012 15:16,1,2,3,9,22,23,27,36,38,41,43,44,46,48,50,65,66,67,77,78,80
KENO,1498755,07/01/2012 15:20,3,2,7,9,11,29,30,31,33,34,41,42,45,50,56,58,65,69,72,76,78
KENO,1498756,07/01/2012 15:24,1,1,2,7,9,12,15,16,21,23,26,27,28,31,36,49,54,55,63,74,75
KENO,1498757,07/01/2012 15:28,1,6,8,9,14,17,26,27,28,31,33,35,36,39,55,59,63,68,72,73,76
KENO,1498758,07/01/2012 15:32,3,1,4,6,7,8,9,12,17,21,23,30,47,51,56,59,73,74,75,78,80
KENO,1498759,07/01/2012 15:36,3,4,9,12,14,18,20,29,30,37,40,54,56,58,59,60,64,71,74,75,80
KENO,1498760,07/01/2012 15:40,3,4,9,17,18,22,24,31,34,36,42,49,50,51,61,65,69,70,72,73,77
KENO,1498761,07/01/2012 15:44,3,5,8,13,19,26,31,35,36,38,41,46,47,49,53,54,63,67,71,72,80
KENO,1498762,07/01/2012 15:48,3,5,10,12,19,22,24,25,28,30,32,34,48,51,59,63,65,67,74,77,79
KENO,1498763,07/01/2012 15:52,1,1,3,10,16,25,27,31,39,40,46,50,51,52,61,63,64,65,76,79,80
KENO,1498764,07/01/2012 15:56,3,1,5,11,12,15,16,19,21,26,32,38,42,43,47,50,53,59,60,68,79
KENO,1498765,07/01/2012 16:00,3,1,2,13,14,17,20,26,30,35,36,49,50,52,55,56,60,70,72,73,79
KENO,1498766,07/01/2012 16:04,5,2,18,19,20,22,23,26,32,33,35,39,48,49,60,61,72,73,75,77,80
KENO,1498767,07/01/2012 16:08,1,1,5,19,21,23,30,32,38,39,40,41,51,56,58,59,64,75,77,78,79
KENO,1498768,07/01/2012 16:12,4,4,5,16,18,21,23,28,34,36,52,53,54,61,62,67,69,72,73,75,77
KENO,1498769,07/01/2012 16:16,3,2,11,15,18,19,25,29,30,34,35,44,53,56,58,60,64,65,72,73,78
KENO,1498770,07/01/2012 16:20,1,6,13,14,22,23,27,28,29,33,34,41,44,45,55,56,63,66,67,76,80
KENO,1498771,07/01/2012 16:24,1,2,3,5,22,27,30,31,38,41,51,52,55,56,62,71,72,75,76,77,78
KENO,1498772,07/01/2012 16:28,3,3,5,6,7,15,16,21,24,25,44,45,48,51,55,58,62,71,72,78,79
KENO,1498773,07/01/2012 16:32,1,10,20,25,27,33,34,35,37,39,41,48,50,51,53,57,61,67,69,72,76
KENO,1498774,07/01/2012 16:36,1,1,3,4,15,16,31,33,37,39,40,49,56,58,63,68,69,70,72,73,78
KENO,1498775,07/01/2012 16:40,3,4,5,7,11,23,37,40,41,42,43,53,55,58,60,63,64,68,73,75,79
KENO,1498776,07/01/2012 16:44,5,1,6,13,18,21,23,27,32,33,43,48,49,53,55,58,59,60,63,65,80
KENO,1498777,07/01/2012 16:48,3,2,3,6,7,9,13,27,28,30,36,38,40,41,44,45,51,59,61,63,76
KENO,1498778,07/01/2012 16:52,5,9,12,13,21,24,27,30,33,38,39,45,49,57,64,66,70,71,74,77,78
KENO,1498779,07/01/2012 16:56,3,11,12,13,16,23,24,30,34,39,41,42,44,46,49,51,56,58,60,63,76
KENO,1498780,07/01/2012 17:00,3,1,11,15,19,21,38,46,47,49,51,58,60,62,66,69,70,72,73,74,80
KENO,1498781,07/01/2012 17:04,1,2,4,10,11,17,19,20,25,29,31,32,38,56,60,64,67,74,76,77,79
KENO,1498782,07/01/2012 17:08,1,9,10,12,15,20,21,26,28,29,30,31,33,39,46,50,51,53,59,62,70
KENO,1498783,07/01/2012 17:12,3,8,13,18,19,25,28,29,37,39,43,48,50,54,55,56,63,68,69,73,74
KENO,1498784,07/01/2012 17:16,4,3,11,13,24,27,29,34,36,39,40,42,45,48,52,54,60,61,74,77,79
KENO,1498785,07/01/2012 17:20,3,1,6,7,8,9,11,14,18,30,37,38,43,45,49,52,58,65,66,67,79
KENO,1498786,07/01/2012 17:24,3,12,21,22,28,32,37,39,40,41,50,52,58,61,63,65,66,68,70,77,80
KENO,1498787,07/01/2012 17:28,1,4,5,8,11,18,20,28,29,34,35,36,37,39,49,51,60,72,74,75,77
KENO,1498788,07/01/2012 17:32,3,15,18,20,25,26,29,38,43,44,49,51,53,54,55,59,63,69,72,75,79
KENO,1498789,07/01/2012 17:36,4,1,2,7,25,26,28,30,35,37,38,43,45,47,58,59,62,65,67,74,80
KENO,1498790,07/01/2012 17:40,3,4,5,16,17,19,24,25,29,33,35,42,43,44,54,55,56,63,65,70,77
KENO,1498791,07/01/2012 17:44,1,5,8,12,13,14,25,30,31,35,37,41,45,48,53,58,66,71,73,78,79
KENO,1498792,07/01/2012 17:48,3,5,11,13,15,21,31,32,34,36,37,43,46,47,61,66,67,68,73,76,77
KENO,1498793,07/01/2012 17:52,3,8,10,15,21,31,38,44,47,51,56,57,59,60,61,65,67,69,70,76,80
KENO,1498794,07/01/2012 17:56,1,1,4,6,10,11,16,19,20,25,36,44,46,50,51,53,54,57,65,69,77
KENO,1498795,07/01/2012 18:00,3,1,3,8,9,11,13,16,19,22,23,49,50,52,56,58,60,64,69,72,78
KENO,1498796,07/01/2012 18:04,1,9,11,12,14,23,27,33,36,44,47,50,55,59,60,63,69,70,71,75,77
KENO,1498797,07/01/2012 18:08,1,3,8,9,10,12,18,22,32,33,35,37,39,42,45,47,55,56,57,68,72
KENO,1498798,07/01/2012 18:12,3,4,19,26,32,33,36,47,49,50,54,58,61,62,64,66,70,71,75,77,80
KENO,1498799,07/01/2012 18:16,1,1,3,4,11,19,22,27,35,46,48,50,52,53,64,69,70,71,75,77,80
KENO,1498800,07/01/2012 18:20,1,5,7,20,22,23,24,27,28,29,30,31,40,43,47,55,56,58,61,75,78
KENO,1498801,07/01/2012 18:24,1,2,7,8,9,16,18,19,21,23,32,34,35,36,41,48,53,60,61,65,75
KENO,1498802,07/01/2012 18:28,4,4,8,10,11,12,13,15,25,34,37,39,42,48,50,52,53,59,64,68,78
KENO,1498803,07/01/2012 18:32,3,9,16,21,22,23,25,35,37,39,43,45,47,50,52,60,62,69,70,71,72
KENO,1498804,07/01/2012 18:36,4,1,6,15,19,20,27,28,30,37,48,51,53,61,62,63,64,65,69,70,73
KENO,1498805,07/01/2012 18:40,3,8,17,19,26,27,29,33,35,44,45,50,52,54,55,61,63,65,67,72,75
KENO,1498806,07/01/2012 18:44,3,5,8,19,25,30,35,38,40,42,49,54,56,62,65,68,71,75,76,78,79
KENO,1498807,07/01/2012 18:48,1,8,11,30,33,35,37,38,41,43,44,47,57,60,61,62,70,71,73,77,79
KENO,1498808,07/01/2012 18:52,1,5,12,13,14,16,19,21,25,28,34,43,44,48,53,54,57,58,62,69,79
KENO,1498809,07/01/2012 18:56,1,3,4,10,12,13,33,34,35,37,38,41,47,49,51,56,57,62,64,72,79
KENO,1498810,07/01/2012 19:00,1,2,9,14,19,20,26,28,33,45,47,48,54,60,62,64,66,67,70,73,77
KENO,1498811,07/01/2012 19:04,1,3,8,9,29,30,33,42,45,48,55,58,60,64,67,73,75,76,77,79,80
KENO,1498812,07/01/2012 19:08,1,2,8,9,15,17,23,26,28,29,30,33,38,40,41,47,49,51,57,75,80
KENO,1498813,07/01/2012 19:12,1,1,5,11,12,20,27,34,37,41,51,52,54,57,59,60,61,67,69,70,74
KENO,1498814,07/01/2012 19:16,3,1,19,20,22,23,24,30,33,36,38,40,42,45,46,61,65,66,69,71,73
KENO,1498815,07/01/2012 19:20,1,2,8,23,24,27,29,32,34,41,42,47,50,52,58,60,62,73,75,76,78
KENO,1498816,07/01/2012 19:24,3,1,4,14,15,20,21,23,25,30,32,39,44,58,60,65,66,71,75,78,79
KENO,1498817,07/01/2012 19:28,3,5,12,15,18,22,24,27,32,39,40,42,49,50,52,57,66,72,74,75,79
KENO,1498818,07/01/2012 19:32,1,1,14,15,17,23,24,25,26,28,33,34,35,36,39,47,50,55,59,70,74
KENO,1498819,07/01/2012 19:36,3,13,18,20,23,27,30,31,35,39,41,44,57,59,62,68,69,70,71,72,76
KENO,1498820,07/01/2012 19:40,4,2,3,5,6,11,15,21,28,29,30,35,37,38,54,55,56,59,62,65,66
KENO,1498821,07/01/2012 19:44,1,3,6,7,13,15,18,30,32,38,39,43,44,48,59,60,61,64,67,74,77
KENO,1498822,07/01/2012 19:48,3,2,8,9,10,21,23,25,34,39,41,53,62,64,65,68,71,72,74,76,77
KENO,1498823,07/01/2012 19:52,3,1,2,3,5,6,9,10,11,21,26,31,34,44,52,53,64,65,67,68,73
KENO,1498824,07/01/2012 19:56,4,1,2,4,9,18,24,26,31,32,38,39,40,45,51,53,56,69,78,79,80
KENO,1498825,07/01/2012 20:00,1,3,10,11,18,30,32,38,48,57,58,60,63,66,68,69,73,74,76,78,80
KENO,1498826,07/01/2012 20:04,1,2,4,5,13,15,16,18,21,25,35,38,40,41,46,47,52,57,60,68,77
KENO,1498827,07/01/2012 20:08,3,1,3,4,8,13,14,16,17,19,25,37,45,49,55,57,63,65,68,70,71
